season,round,race_date,circuit_id,driver_id,constructor_id,grid,power_unit,reg_reset,driver_prior_starts,driver_prior_dnf_rate,constructor_prev_season_dnf_rate,circuit_hist_dnf_rate,dnf,dnf_category,label_unsure,disqualified,status,position_text
2000,9,2000-07-02,magny_cours,button,williams,10,BMW,False,8,0.625,,,False,,False,False,+1 Lap,8
2000,9,2000-07-02,magny_cours,fisichella,benetton,14,Supertec,False,8,0.0,,,False,,False,False,+1 Lap,9
2000,9,2000-07-02,magny_cours,salo,sauber,12,Ferrari,False,8,0.375,,,False,,False,False,+1 Lap,10
2000,9,2000-07-02,magny_cours,diniz,sauber,15,Ferrari,False,8,0.5,,,False,,False,False,+1 Lap,11
2000,9,2000-07-02,magny_cours,heidfeld,prost,16,Peugeot,False,7,0.5714285714285714,,,False,,False,False,+1 Lap,12
2000,9,2000-07-02,magny_cours,irvine,jaguar,6,Cosworth,False,8,0.375,,,False,,False,False,+2 Laps,13
2000,9,2000-07-02,magny_cours,alesi,prost,18,Peugeot,False,8,0.75,,,False,,False,False,+2 Laps,14
2000,9,2000-07-02,magny_cours,gene,minardi,21,Ford,False,8,0.625,,,False,,False,False,+2 Laps,15
2000,9,2000-07-02,magny_cours,michael_schumacher,ferrari,1,Ferrari,False,8,0.125,,,True,mechanical,False,False,Engine,R
2000,9,2000-07-02,magny_cours,rosa,arrows,13,Supertec,False,7,0.7142857142857143,,,True,mechanical,False,False,Transmission,R
2000,9,2000-07-02,magny_cours,wurz,benetton,17,Supertec,False,8,0.375,,,True,accident,False,False,Spun off,R
2000,9,2000-07-02,magny_cours,mazzacane,minardi,22,Ford,False,8,0.25,,,True,accident,False,False,Spun off,R
2000,9,2000-07-02,magny_cours,verstappen,arrows,20,Supertec,False,8,0.625,,,True,mechanical,False,False,Transmission,R
2000,9,2000-07-02,magny_cours,herbert,jaguar,11,Cosworth,False,8,0.5,,,True,mechanical,False,False,Gearbox,R
2000,9,2000-07-02,magny_cours,zonta,bar,19,Honda,False,8,0.375,,,True,accident,False,False,Spun off,R
2000,10,2000-07-16,red_bull_ring,hakkinen,mclaren,1,Mercedes,False,9,0.2222222222222222,,,False,,False,False,Finished,1
2000,10,2000-07-16,red_bull_ring,coulthard,mclaren,2,Mercedes,False,9,0.1111111111111111,,,False,,False,False,Finished,2
2000,10,2000-07-16,red_bull_ring,barrichello,ferrari,3,Ferrari,False,9,0.2222222222222222,,,False,,False,False,Finished,3
2000,10,2000-07-16,red_bull_ring,villeneuve,bar,7,Honda,False,9,0.4444444444444444,,,False,,False,False,+1 Lap,4
